Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Wonka Tech_798,https://www.wonkatech_798.net,wonkatech_798.io,Technology,Industrial,500 to 1000,$5M,FR,"Mumbai, IN",Compliance,Referral,Audit Manager,,6,"GDPR, ISO27001, HIPAA",61,2025-08-25,TBD,Global Holdings Ltd,SMB,1109933.0,Won,500-1000,$5M,France,2025-08-25,wonkatech_798.net,,1109933.0,Unassigned,61.0,23,15,18,7,63,Mid_Market_Compliance,High
Tricell Pharma_799,tricellpharma_799.net,tricellpharma_799.com,Retail,Fin Serv,,USD 250M,DACH,"Berlin, DE",Compliance,Partner,IT Director,Pardot; SFDC; Azure AD; Eloqua,>5,"GDPR, HIPAA",100,"June 24, 2025",Chen Wu,,C,1207138.0,Won,Unknown,$250M,DACH,2025-06-24,tricellpharma_799.net,"Pardot, Sfdc, Azure Ad, Eloqua",1207138.0,Chen Wu,100.0,18,19,15,10,62,Other,High
Wayne Enterprises_800,wayneenterprises_800.co,wayneenterprises_800.net,Education,Financials,200-500,$5M,FR,"Munich, DE",Audit,Partner,General Counsel,Slack | SFDC,5,"PCI DSS, HIPAA",,2025-04-02,,,Tier 1,1757688.0,Open,200-500,$5M,France,2025-04-02,wayneenterprises_800.co,"Slack, Sfdc",1757688.0,Unassigned,,17,15,3,10,45,Mid_Market_Compliance,Medium
Pendragon Ltd_801,pendragonltd_801.net,pendragonltd_801.io,Energy,Utilities,,$1B,AMS,"Paris, FR",Audit,Event,Board Secretary,SFDC; Databricks; Azure AD; Workday,3,"ISO27001, HIPAA, GDPR",61,"June 20, 2025",—,,Tier 2,1825556.0,Lost,Unknown,$1000M,Americas,2025-06-20,pendragonltd_801.net,"Sfdc, Databricks, Azure Ad, Workday",1825556.0,—,61.0,25,15,15,15,70,Enterprise_Risk_Management,High
Stark Industries_802,starkindustries_802.co,starkindustries_802.net,Manufacturing,Higher Ed,1000+,$1B,,"Paris, FR",Boards,Event,CIO,Pardot | SFDC,2,,48,2025-04-25,Alex Lee,,SMB,1329821.0,Won,1000+,$1000M,Unknown,2025-04-25,starkindustries_802.co,"Pardot, Sfdc",1329821.0,Alex Lee,48.0,40,13,11,5,69,Board_Governance,High
Clampett Oil_803,http://clampettoil_803.com,clampettoil_803.co,Technology,K-12,five hundred,$5M,MDO,Unknown,Boards,Partner,General Counsel,Pardot,3-4,,73,05/11/25,—,,C,1854368.0,Won,"500-1,000",$5M,MEA,2025-05-11,clampettoil_803.com,Pardot,1854368.0,—,73.0,23,20,11,5,59,Board_Governance,Medium
Wonka Tech_804,wonkatech_804.co,wonkatech_804.io,Healthcare,Insurance,approx 800,,FR,"San Francisco, USA",Risk,Referral,Chief Risk Officer,Google Workspace; Teams; O365; Slack,unknown,HIPAA,100,02/04/25,Jane Doe,Wonka Holdings,SMB,1839532.0,Won,"500-1,000",Unknown,France,2025-02-04,wonkatech_804.co,"Google Workspace, Teams, O365, Slack",1839532.0,Jane Doe,100.0,22,25,16,8,71,Enterprise_Risk_Management,High
Aperture Labs_805,aperturelabs_805.net,aperturelabs_805.net,Education,Law Firm,"500-1,000",unknown,FR,"Austin, USA",Risk,Event,Chief Risk Officer,Salesforce,0,"HIPAA, GDPR, ISO27001",95%,2025-03-16,Chen Wu,Global Holdings Ltd,,1398404.0,Lost,"500-1,000",Unknown,France,2025-03-16,aperturelabs_805.net,Salesforce,1398404.0,Chen Wu,,15,25,5,15,60,Enterprise_Risk_Management,Medium
Oceanic Airlines_806,oceanicairlines_806.net,oceanicairlines_806.io,Education,Fin Serv,,unknown,Unknown,"Mumbai, IN",Risk,Inbound,Director of Security,"Teams, Okta",4,,medium,05/17/25,John Smith,—,Enterprise,1493348.0,Won,Unknown,Unknown,Unknown,2025-05-17,oceanicairlines_806.net,"Teams, Okta",1493348.0,John Smith,,3,22,3,8,36,Other,Low
Tricell Pharma_807,tricellpharma_807.net,tricellpharma_807.io,Retail,Insurance,approx 800,"20,000,000 USD",FR,NY,Boards,Inbound,CIO,Okta,3,"SOX, HIPAA",85,01/05/25,Jane Doe,Private Equity HoldCo,Tier 2,1520796.0,Won,"500-1,000",$20M,France,2025-01-05,tricellpharma_807.net,Okta,1520796.0,Jane Doe,85.0,23,13,13,15,64,Board_Governance,High
Gotham Transport_808,gothamtransport_808.net,gothamtransport_808.com,Education,NGO,approx 800,,APAC,"Paris, FR",Risk,Web,Director of Security,Azure AD; Snowflake; Teams; O365,>5,"None, PCI DSS, HIPAA",,01/27/25,—,Global Holdings Ltd,Enterprise,1905549.0,Lost,"500-1,000",Unknown,APAC,2025-01-27,gothamtransport_808.net,"Azure Ad, Snowflake, Teams, O365",1905549.0,—,,15,22,4,10,51,Enterprise_Risk_Management,Medium
Shinra Electric_809,shinraelectric_809.com,shinraelectric_809.com,Healthcare,SaaS,approx 800,USD 250M,MDO,"London, UK",Compliance,Inbound,IT Director, | Netsuite | Salesforce,4,,,2025-05-11,Test User,Global Holdings Ltd,SMB,1207885.0,Lost,"500-1,000",$250M,MEA,2025-05-11,shinraelectric_809.com,"Netsuite, Salesforce",1207885.0,Unassigned,,37,19,3,8,67,Mid_Market_Compliance,High
Tricell Pharma_810,tricellpharma_810.net,tricellpharma_810.net,Government,K-12,"500-1,000",,MDO,Unknown,Risk,Referral,Head of Compliance,,5,,medium,"March 10, 2025",Chen Wu,Tricell Holdings,Tier 2,,Lost,"500-1,000",Unknown,MEA,2025-03-10,tricellpharma_810.net,,Missing,Chen Wu,,19,18,6,0,43,Enterprise_Risk_Management,Medium
Duff Beer_811,duffbeer_811.net,duffbeer_811.com,Technology,SaaS,,"20,000,000 USD",AMS,"San Francisco, USA",Risk,Referral,Board Secretary,,6,"None, SOX",5,"August 26, 2025",TBD,Global Holdings Ltd,B,1636749.0,Open,Unknown,$20M,Americas,2025-08-26,duffbeer_811.net,,1636749.0,Unassigned,5.0,15,25,13,7,60,Enterprise_Risk_Management,Medium
Kronos Group_812,kronosgroup_812.com,kronosgroup_812.net,Government,Fin Serv,"500-1,000",,UKI,"Dubai, AE",Risk,Partner,IT Director,Okta; Teams; Eloqua; Workday,>5,"SOX, HIPAA, ISO27001",55,08/11/25,,Private Equity HoldCo,Enterprise,1469315.0,Open,"500-1,000",Unknown,UK & Ireland,2025-08-11,kronosgroup_812.com,"Okta, Teams, Eloqua, Workday",1469315.0,Unassigned,55.0,19,22,13,15,69,Enterprise_Risk_Management,High
Tricell Pharma_813,tricellpharma_813.co,tricellpharma_813.io,Retail,Industrial,,$100M,APAC,"Austin, USA",Compliance,Event,Chief Risk Officer,"Google Workspace, Teams",unknown,SOX,48,2025-07-21,Priya Patel,Global Holdings Ltd,C,1100201.0,Open,Unknown,$100M,APAC,2025-07-21,tricellpharma_813.co,"Google Workspace, Teams",1100201.0,Priya Patel,48.0,15,22,13,10,60,Mid_Market_Compliance,Medium
Cyberdyne Systems_814,cyberdynesystems_814.co,cyberdynesystems_814.net,Manufacturing,Biotech,500 to 1000,unknown,DACH,,Boards,Purchased,IT Director,Google Workspace,unknown,"GDPR, SOX, HIPAA",61,"March 21, 2025",John Smith,,Tier 2,1408859.0,Won,500-1000,Unknown,DACH,2025-03-21,cyberdynesystems_814.co,Google Workspace,1408859.0,John Smith,61.0,22,17,11,10,60,Other,Medium
Aperture Labs_815,aperturelabs_815.net,aperturelabs_815.co,Non-Profit,Pharma,1000+,$5M,AMS,"Berlin, DE",Audit,Purchased,Chief Risk Officer,Eloqua; Workday,0,"None, GDPR",high,"July 12, 2025",Test User,,Tier 2,1211132.0,Won,1000+,$5M,Americas,2025-07-12,aperturelabs_815.net,"Eloqua, Workday",1211132.0,Unassigned,,22,15,5,13,55,Enterprise_Risk_Management,Medium
Wayne Enterprises_816,https://www.wayneenterprises_816.com,wayneenterprises_816.net,Energy,Fin Serv,,$100M,UKI,"Toronto, CA",Audit,Event,CFO,Marketo; ServiceNow; Google Workspace,,GDPR,92,2025-06-14,Priya Patel,Wayne Holdings,SMB,1828913.0,Won,Unknown,$100M,UK & Ireland,2025-06-14,wayneenterprises_816.com,"Marketo, Servicenow, Google Workspace",1828913.0,Priya Patel,92.0,22,12,17,13,64,Enterprise_Risk_Management,High
Aperture Labs_817,aperturelabs_817.net,aperturelabs_817.com,Energy,Biotech,200-500,,MDO,"New York, USA",Boards,Inbound,Legal Counsel,SAP; Azure AD,unknown,ISO27001,55,"July 24, 2025",Jane Doe,—,,1146817.0,Open,200-500,Unknown,MEA,2025-07-24,aperturelabs_817.net,"Sap, Azure Ad",1146817.0,Jane Doe,55.0,20,20,11,10,61,Board_Governance,High
Cyberdyne Systems_818,cyberdynesystems_818.io,cyberdynesystems_818.net,Retail,Pharma,"500-1,000",$1B,MDO,"Sydney, AU",Compliance,Event,Chief Risk Officer,ServiceNow | SAP | Slack,8,SOX,low,2025-06-29,Priya Patel,,,1822548.0,Won,"500-1,000",$1000M,MEA,2025-06-29,cyberdynesystems_818.io,"Servicenow, Sap, Slack",1822548.0,Priya Patel,,30,22,7,15,74,Enterprise_Risk_Management,High
Tricell Pharma_819,tricellpharma_819.co,tricellpharma_819.net,Manufacturing,K-12,1000+,$20M,DACH,"Austin, USA",Risk,Inbound,IT Director,SFDC,unknown,,5,2025-03-01,Priya Patel,,,1236873.0,Lost,1000+,$20M,DACH,2025-03-01,tricellpharma_819.co,Sfdc,1236873.0,Priya Patel,5.0,33,22,6,3,64,Enterprise_Risk_Management,High
Future Gadget Lab_820,futuregadgetlab_820.com,futuregadgetlab_820.com,Legal,Semiconductors,200-500,5000000,,NY,Compliance,Inbound,CFO,,3,,medium,2025-07-03,,,Enterprise,1684368.0,Open,200-500,$5M,Unknown,2025-07-03,futuregadgetlab_820.com,,1684368.0,Unassigned,,24,19,5,0,48,Mid_Market_Compliance,Medium
Sirius Ventures_821,siriusventures_821.com,siriusventures_821.com,Healthcare,Pharma,"500-1,000",unknown,FR,"Toronto, CA",Risk,Partner,Audit Manager,,8,"PCI DSS, HIPAA",,01/31/25,—,—,Tier 1,1226451.0,Won,"500-1,000",Unknown,France,2025-01-31,siriusventures_821.com,,1226451.0,—,,22,18,3,7,50,Enterprise_Risk_Management,Medium
Prestige Worldwide_822,prestigeworldwide_822.com,prestigeworldwide_822.net,Government,Insurance,,€20M,UKI,"San Francisco, USA",Risk,Partner,Head of Compliance,SFDC,>5,HIPAA,,2025-05-28,Jane Doe,,C,1362839.0,Open,Unknown,$20M,UK & Ireland,2025-05-28,prestigeworldwide_822.com,Sfdc,1362839.0,Jane Doe,,15,18,3,8,44,Other,Medium
Monarch Solutions_823,monarchsolutions_823.co,monarchsolutions_823.io,Government,Pharma,,$5M,,"Munich, DE",Audit,Inbound,Board Secretary,Teams,3,SOX,95%,2025-03-06,Test User,,Tier 1,1100033.0,Won,Unknown,$5M,Unknown,2025-03-06,monarchsolutions_823.co,Teams,1100033.0,Unassigned,,11,15,3,10,39,Board_Governance,Low
Paper Street Co_824,paperstreetco_824.io,paperstreetco_824.co,Healthcare,Industrial,500 to 1000,5000000,AMS,"Dubai, AE",Audit,Web,CFO,,3,"GDPR, ISO27001",55,2025-07-31,—,—,MM,,Open,500-1000,$5M,Americas,2025-07-31,paperstreetco_824.io,,Missing,—,55.0,26,12,12,7,57,Other,Medium
Initech_825,initech_825.net,initech_825.net,Non-Profit,Financials,200-500,€20M,FR,,Audit,Web,Legal Counsel,Google Workspace,,PCI DSS,32,"June 14, 2025",TBD,—,C,1586305.0,Lost,200-500,$20M,France,2025-06-14,initech_825.net,Google Workspace,1586305.0,Unassigned,32.0,21,15,9,10,55,Mid_Market_Compliance,Medium
Black Mesa_826,blackmesa_826.net,blackmesa_826.net,Healthcare,Semiconductors,1000+,$20M,,"Sydney, AU",Audit,Web,Audit Manager,Azure AD | Teams | SAP,8,"SOX, ISO27001",48,08/05/25,,Global Holdings Ltd,Tier 3,1746236.0,Won,1000+,$20M,Unknown,2025-08-05,blackmesa_826.net,"Azure Ad, Teams, Sap",1746236.0,Unassigned,48.0,33,8,12,10,63,Enterprise_Risk_Management,High
Future Gadget Lab_827,futuregadgetlab_827.net,futuregadgetlab_827.co,Energy,NGO,five hundred,5000000,MDO,"Paris, FR",Risk,Purchased,Legal Counsel,SAP,4,HIPAA,32,"February 18, 2025",,—,SMB,1389463.0,Lost,"500-1,000",$5M,MEA,2025-02-18,futuregadgetlab_827.net,Sap,1389463.0,Unassigned,32.0,26,25,6,8,65,Enterprise_Risk_Management,High
Tricell Pharma_828,tricellpharma_828.io,tricellpharma_828.co,Legal,Industrial,,,Unknown,"Berlin, DE",Audit,Partner,CIO,; Marketo,0,,92,"April 30, 2025",,Private Equity HoldCo,SMB,1244813.0,Open,Unknown,Unknown,Unknown,2025-04-30,tricellpharma_828.io,Marketo,1244813.0,Unassigned,92.0,10,8,13,5,36,Other,Low
Stark Industries_829,starkindustries_829.net,starkindustries_829.net,Energy,SaaS,500 to 1000,$5M,EMEA,Unknown,Risk,Inbound,Head of Compliance,"Netsuite, HubSpot",five,"SOX, HIPAA, GDPR",low,"March 18, 2025",,,MM,1228700.0,Won,500-1000,$5M,EMEA,2025-03-18,starkindustries_829.net,"Netsuite, Hubspot",1228700.0,Unassigned,,26,18,3,12,59,Enterprise_Risk_Management,Medium
Luthor Enterprises_830,https://www.luthorenterprises_830.com,luthorenterprises_830.com,Technology,Utilities,"500-1,000","20,000,000 USD",MDO,"Austin, USA",Compliance,Referral,CIO,Okta; Teams,3,PCI DSS,48,06/14/25,Jane Doe,Private Equity HoldCo,A,1950029.0,Open,"500-1,000",$20M,MEA,2025-06-14,luthorenterprises_830.com,"Okta, Teams",1950029.0,Jane Doe,48.0,27,15,14,15,71,Mid_Market_Compliance,High
Axiom Space_831,axiomspace_831.com,axiomspace_831.io,Education,Semiconductors,five hundred,unknown,AMS,NY,Risk,Partner,Director of Security,; Salesforce,5,ISO27001,17,08/03/25,John Smith,Private Equity HoldCo,Enterprise,1516435.0,Lost,"500-1,000",Unknown,Americas,2025-08-03,axiomspace_831.com,Salesforce,1516435.0,John Smith,17.0,15,22,8,15,60,Enterprise_Risk_Management,Medium
Gringotts Bank_832,gringottsbank_832.com,gringottsbank_832.co,Legal,Utilities,200-500,,,"San Francisco, USA",Risk,Inbound,Chief Risk Officer,,4,GDPR,5,02/21/25,,,C,1859322.0,Open,200-500,Unknown,Unknown,2025-02-21,gringottsbank_832.com,,1859322.0,Unassigned,5.0,20,25,6,5,56,Enterprise_Risk_Management,Medium
Massive Dynamic_833,massivedynamic_833.io,massivedynamic_833.co,Healthcare,Financials,50-200,,FR,Unknown,Audit,Web,CFO,"Oracle, , SAP",8,"SOX, PCI DSS",high,2025-03-24,John Smith,,A,1815084.0,Open,50-200,Unknown,France,2025-03-24,massivedynamic_833.io,"Oracle, Sap",1815084.0,John Smith,,15,12,4,10,41,Other,Medium
Paper Street Co_834,paperstreetco_834.net,paperstreetco_834.co,Energy,Fin Serv,"500-1,000","20,000,000 USD",AMS,,Risk,Event,Chief Risk Officer,Snowflake | Workday |  | Azure AD,unknown,,,07/05/25,Priya Patel,,B,1844109.0,Open,"500-1,000",$20M,Americas,2025-07-05,paperstreetco_834.net,"Snowflake, Workday, Azure Ad",1844109.0,Priya Patel,,30,25,7,8,70,Enterprise_Risk_Management,High
Duff Beer_835,duffbeer_835.com,duffbeer_835.net,Financial Services,NGO,1000+,$20M,UKI,"Paris, FR",Boards,Inbound,Audit Manager,Okta,8,"HIPAA, PCI DSS",61,2025-05-14,Test User,,,1667840.0,Lost,1000+,$20M,UK & Ireland,2025-05-14,duffbeer_835.com,Okta,1667840.0,Unassigned,61.0,33,13,11,15,72,Board_Governance,High
Prestige Worldwide_836,prestigeworldwide_836.net,prestigeworldwide_836.com,Retail,Biotech,five hundred,,DACH,,Boards,Referral,VP Finance,Google Workspace; Salesforce; ,>5,"ISO27001, PCI DSS",85,06/08/25,Chen Wu,Global Holdings Ltd,MM,1985393.0,Open,"500-1,000",Unknown,DACH,2025-06-08,prestigeworldwide_836.net,"Google Workspace, Salesforce",1985393.0,Chen Wu,85.0,15,13,16,15,59,Board_Governance,Medium
Gotham Transport_837,http://gothamtransport_837.com,gothamtransport_837.net,Technology,Industrial,50-200,USD 250M,AMS,"Austin, USA",Compliance,Web,VP Finance,ServiceNow; O365; Oracle,3,GDPR,61,2025-04-28,—,,SMB,1843153.0,Lost,50-200,$250M,Americas,2025-04-28,gothamtransport_837.com,"Servicenow, O365, Oracle",1843153.0,—,61.0,27,15,12,13,67,Mid_Market_Compliance,High
Tyrell Corp_838,tyrellcorp_838.co,tyrellcorp_838.io,Manufacturing,Industrial,,,EMEA,"New York, USA",Risk,Web,CIO,"Teams, Slack, Marketo",4,SOX,48,2025-03-18,Jane Doe,,Tier 3,1252446.0,Lost,Unknown,Unknown,EMEA,2025-03-18,tyrellcorp_838.co,"Teams, Slack, Marketo",1252446.0,Jane Doe,48.0,10,18,10,12,50,Enterprise_Risk_Management,Medium
Soylent Corp_839,soylentcorp_839.io,soylentcorp_839.co,Healthcare,Insurance,,,,"Berlin, DE",Compliance,Referral,IT Director,Azure AD; Pardot; Marketo,1,,high,"May 23, 2025",TBD,Private Equity HoldCo,MM,1743268.0,Lost,Unknown,Unknown,Unknown,2025-05-23,soylentcorp_839.io,"Azure Ad, Pardot, Marketo",1743268.0,Unassigned,,10,19,6,5,40,Mid_Market_Compliance,Low
Hyperion Corp_840,hyperioncorp_840.io,hyperioncorp_840.com,Legal,SaaS,1000+,$1B,FR,"Berlin, DE",Compliance,Purchased,CIO,"Eloqua, SFDC",>5,,85,"February 01, 2025",,,SMB,1468252.0,Open,1000+,$1000M,France,2025-02-01,hyperioncorp_840.io,"Eloqua, Sfdc",1468252.0,Unassigned,85.0,40,15,13,3,71,Board_Governance,High
LexCorp_841,lexcorp_841.co,lexcorp_841.com,Government,Pharma,approx 800,$100M,APAC,"Berlin, DE",Compliance,Inbound,CFO,", Google Workspace, Databricks, Oracle",8,,,"June 07, 2025",Priya Patel,Global Holdings Ltd,C,1743421.0,Open,"500-1,000",$100M,APAC,2025-06-07,lexcorp_841.co,"Google Workspace, Databricks, Oracle",1743421.0,Priya Patel,,31,19,3,3,56,Mid_Market_Compliance,Medium
Wayne Enterprises_842,wayneenterprises_842.io,wayneenterprises_842.co,Technology,Law Firm,200-500,,EMEA,"San Francisco, USA",Compliance,Inbound,General Counsel,SFDC,4,SOX,high,2025-01-12,TBD,Global Holdings Ltd,,1452123.0,Lost,200-500,Unknown,EMEA,2025-01-12,wayneenterprises_842.io,Sfdc,1452123.0,Unassigned,,17,22,3,10,52,Mid_Market_Compliance,Medium
Goodman Group_843,goodmangroup_843.net,goodmangroup_843.net,Manufacturing,Industrial,,$1B,EMEA,NY,Boards,Partner,Head of Compliance,Workday,3,"SOX, ISO27001, PCI DSS",55,08/21/25,Priya Patel,Global Holdings Ltd,,1645845.0,Won,Unknown,$1000M,EMEA,2025-08-21,goodmangroup_843.net,Workday,1645845.0,Priya Patel,55.0,25,13,13,15,66,Board_Governance,High
Atlantic Holdings_844,atlanticholdings_844.co,atlanticholdings_844.net,Government,Utilities,500 to 1000,$100M,EMEA,NY,Audit,Partner,Board Secretary,ServiceNow,,,92,"June 10, 2025",,Atlantic Holdings,Enterprise,1881647.0,Won,500-1000,$100M,EMEA,2025-06-10,atlanticholdings_844.co,Servicenow,1881647.0,Unassigned,92.0,31,15,13,8,67,Board_Governance,High
Virtucon_845,virtucon_845.io,virtucon_845.co,Non-Profit,Utilities,approx 800,$5M,MDO,"San Francisco, USA",Compliance,Partner,IT Director,,5,ISO27001,55,2025-08-11,—,Private Equity HoldCo,MM,1876888.0,Open,"500-1,000",$5M,MEA,2025-08-11,virtucon_845.io,,1876888.0,—,55.0,19,19,13,7,58,Mid_Market_Compliance,Medium
Vehement Capital_846,vehementcapital_846.co,vehementcapital_846.io,Retail,Financials,approx 800,,EMEA,"San Francisco, USA",Boards,Event,CIO,,3,,55,"February 13, 2025",TBD,,C,1312343.0,Open,"500-1,000",Unknown,EMEA,2025-02-13,vehementcapital_846.co,,1312343.0,Unassigned,55.0,15,13,11,0,39,Board_Governance,Low
Stark Industries_847,starkindustries_847.com,starkindustries_847.net,Retail,SaaS,500 to 1000,$100M,AMS,"Austin, USA",Audit,Referral,VP Finance,Okta,3-4,,low,"May 18, 2025",John Smith,,Tier 3,1796980.0,Open,500-1000,$100M,Americas,2025-05-18,starkindustries_847.com,Okta,1796980.0,John Smith,,27,8,6,8,49,Other,Medium
Wonka Tech_848,wonkatech_848.net,wonkatech_848.co,Legal,Insurance,500 to 1000,5000000,UKI,"Paris, FR",Audit,Web,Legal Counsel,ServiceNow | Pardot | Marketo | Google Workspace,,"GDPR, HIPAA",85,"April 15, 2025",—,,C,1527682.0,Lost,500-1000,$5M,UK & Ireland,2025-04-15,wonkatech_848.net,"Servicenow, Pardot, Marketo, Google Workspace",1527682.0,—,85.0,26,15,14,13,68,Mid_Market_Compliance,High
Prestige Worldwide_849,prestigeworldwide_849.com,prestigeworldwide_849.net,Manufacturing,Fin Serv,200-500,$100M,DACH,"Munich, DE",Compliance,Inbound,CIO,"Netsuite, Teams",4,,61,08/23/25,Alex Lee,Private Equity HoldCo,,1272801.0,Won,200-500,$100M,DACH,2025-08-23,prestigeworldwide_849.com,"Netsuite, Teams",1272801.0,Alex Lee,61.0,32,15,15,3,65,Mid_Market_Compliance,High
Umbrella Group_850,umbrellagroup_850.net,umbrellagroup_850.com,Healthcare,Utilities,,$5M,DACH,"London, UK",Boards,Event,Board Secretary,Snowflake; Okta,,,low,08/26/25,Test User,Umbrella Holdings,,1202004.0,Won,Unknown,$5M,DACH,2025-08-26,umbrellagroup_850.net,"Snowflake, Okta",1202004.0,Unassigned,,14,20,9,8,51,Board_Governance,Medium
Axiom Space_851,axiomspace_851.net,axiomspace_851.net,Manufacturing,Industrial,500 to 1000,$5M,Unknown,"Paris, FR",Boards,Event,Legal Counsel,Okta; SAP; ,2,PCI DSS,low,2025-06-08,John Smith,Private Equity HoldCo,Tier 3,1427731.0,Lost,500-1000,$5M,Unknown,2025-06-08,axiomspace_851.net,"Okta, Sap",1427731.0,John Smith,,26,20,5,15,66,Other,High
Monarch Solutions_852,monarchsolutions_852.com,monarchsolutions_852.co,Retail,Pharma,,unknown,DACH,,Compliance,Web,General Counsel,SFDC | Azure AD | Salesforce | Snowflake,3-4,"ISO27001, GDPR",92,2025-04-02,,Monarch Holdings,Tier 2,1317027.0,Won,Unknown,Unknown,DACH,2025-04-02,monarchsolutions_852.com,"Sfdc, Azure Ad, Salesforce, Snowflake",1317027.0,Unassigned,92.0,3,22,14,15,54,Mid_Market_Compliance,Medium
Monarch Solutions_853,monarchsolutions_853.com,monarchsolutions_853.com,Legal,Law Firm,50-200,,AMS,"Toronto, CA",Compliance,Partner,CFO,,4,,73,2025-01-25,John Smith,Private Equity HoldCo,SMB,1454911.0,Won,50-200,Unknown,Americas,2025-01-25,monarchsolutions_853.com,,1454911.0,John Smith,73.0,15,19,11,0,45,Mid_Market_Compliance,Medium
Clampett Oil_854,clampettoil_854.com,clampettoil_854.com,Energy,Biotech,50-200,$5M,MDO,"Munich, DE",Audit,Inbound,Director of Security,,2,,,2025-04-09,John Smith,Global Holdings Ltd,C,1420757.0,Won,50-200,$5M,MEA,2025-04-09,clampettoil_854.com,,1420757.0,John Smith,,19,12,3,0,34,Other,Low
Massive Dynamic_855,massivedynamic_855.net,massivedynamic_855.net,Technology,Pharma,approx 800,"20,000,000 USD",FR,"Paris, FR",Risk,Inbound,Audit Manager,,1,"PCI DSS, HIPAA",48,2025-08-25,Chen Wu,,C,1228292.0,Open,"500-1,000",$20M,France,2025-08-25,massivedynamic_855.net,,1228292.0,Chen Wu,48.0,27,18,13,7,65,Mid_Market_Compliance,High
Goodman Group_856,goodmangroup_856.com,goodmangroup_856.io,Technology,Higher Ed,1000+,,DACH,Unknown,Compliance,Web,IT Director,,,"HIPAA, None",5,2025-08-11,—,Global Holdings Ltd,SMB,1532638.0,Won,1000+,Unknown,DACH,2025-08-11,goodmangroup_856.com,,1532638.0,—,5.0,22,19,11,5,57,Mid_Market_Compliance,Medium
Shinra Electric_857,http://shinraelectric_857.com,shinraelectric_857.co,Education,Insurance,1000+,$5M,UKI,"Dubai, AE",Risk,Inbound,IT Director,HubSpot; Databricks; Workday; ServiceNow,2,SOX,medium,07/20/25,Alex Lee,Global Holdings Ltd,A,1299571.0,Won,1000+,$5M,UK & Ireland,2025-07-20,shinraelectric_857.com,"Hubspot, Databricks, Workday, Servicenow",1299571.0,Alex Lee,,22,22,5,15,64,Enterprise_Risk_Management,High
Umbrella Group_858,http://umbrellagroup_858.com,umbrellagroup_858.co,Retail,K-12,five hundred,$100M,EMEA,"London, UK",Risk,Inbound,Head of Compliance,; Snowflake,3,"SOX, GDPR",,2025-07-05,—,,B,1606283.0,Lost,"500-1,000",$100M,EMEA,2025-07-05,umbrellagroup_858.com,Snowflake,1606283.0,—,,27,18,5,10,60,Enterprise_Risk_Management,Medium
Cyberdyne Systems_859,cyberdynesystems_859.net,cyberdynesystems_859.co,Retail,Financials,50-200,$5M,UKI,"Dubai, AE",Audit,Purchased,VP Finance,"Slack, Eloqua",five,PCI DSS,5,2025-01-07,—,,Tier 3,1800492.0,Lost,50-200,$5M,UK & Ireland,2025-01-07,cyberdynesystems_859.net,"Slack, Eloqua",1800492.0,—,5.0,12,8,6,10,36,Other,Low
Sirius Ventures_860,siriusventures_860.co,siriusventures_860.co,Financial Services,K-12,,€20M,APAC,Unknown,Compliance,Inbound,Legal Counsel,HubSpot,5,"HIPAA, SOX, GDPR",5,"January 20, 2025",Jane Doe,,Enterprise,1194361.0,Lost,Unknown,$20M,APAC,2025-01-20,siriusventures_860.co,Hubspot,1194361.0,Jane Doe,5.0,18,22,6,12,58,Mid_Market_Compliance,Medium
